School_ID,Legacy_Unit_ID,Finance_ID,Short_Name,Long_Name,Primary_Category,Is_High_School,Is_Middle_School,Is_Elementary_School,Is_Pre_School,Summary,Administrator_Title,Administrator,Secondary_Contact_Title,Secondary_Contact,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Facebook,Twitter,Youtube,Pinterest,Attendance_Boundaries,Grades_Offered_All,Grades_Offered,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Statistics_Description,Demographic_Description,Dress_Code,PreK_School_Day,Kindergarten_School_Day,School_Hours,Freshman_Start_End_Time,After_School_Hours,Earliest_Drop_Off_Time,Classroom_Languages,Bilingual_Services,Refugee_Services,Title_1_Eligible,PreSchool_Inclusive,Preschool_Instructional,Significantly_Modified,Hard_Of_Hearing,Visual_Impairments,Transportation_Bus,Transportation_El,Transportation_Metra,Average_ACT_School,Mean_ACT,College_Enrollment_Rate_School,College_Enrollment_Rate_Mean,Graduation_Rate_School,Graduation_Rate_Mean,Overall_Rating,Rating_Status,Rating_Statement,Classification_Description,School_Year,Third_Contact_Title,Third_Contact_Name,Fourth_Contact_Title,Fourth_Contact_Name,Fifth_Contact_Title,Fifth_Contact_Name,Sixth_Contact_Title,Sixth_Contact_Name,Seventh_Contact_Title,Seventh_Contact_Name,Network,Is_GoCPS_Participant,Is_GoCPS_PreK,Is_GoCPS_Elementary,Is_GoCPS_High_School,Open_For_Enrollment_Date,Closed_For_Enrollment_Date,School_Latitude,School_Longitude,Location
609720,1440,46221,LANE TECH HS,Albert G Lane Technical High School,HS,true,true,false,false,"Lane has produced more PhD’s than any high school in the nation and is Chicago’s largest high school, providing an especially broad array of academic and extracurricular offerings.",Principal,Edwina Laurette Thompson,Director of Admissions,Tara Johnson,2501 W ADDISON ST,Chicago,Illinois,60618,773-534-5400,773-534-5544,https://www.cps.edu/schools/schoolprofiles/609720,https://lanetech.org,http://www.facebook.com/LaneTechHS,http://twitter.com/LaneTech1440,,,false,"7,8,9,10,11,12",7-12,4382,1654,254,46,295,1547,1672,472,24,0,1,137,31,203,There are 4382 students enrolled at LANE TECH HS.  37.7% are Low Income Students.  5.8% are Diverse Learners.  1% are Limited English Learners.,The largest demographic at LANE TECH HS is White.  This demographic makes up 38.2% of the student population.  The second greatest demographic is Hispanic at 35.3%.,true,,,8:00  AM - 3:15  PM,8:00 a.m. - 3:15 p.m.,,6:00 AM,"Arabic, Chinese, French, German, Italian, Japanese, Latin, Mandarin, Spanish, Spanish for Heritage Speakers",false,false,false,,,true,,,"49, 52, 77, 152","Blue, Brown",,,,89.3,67.2,96.6,78.9,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",Schools that offer a rigorous curriculum with mainly honors and Advanced Placement (AP) courses. Acceptance based on application and entrance exam.,School Year 2021-2022,,,,,,,,,,,Network 14,true,false,true,true,09/01/2004,,41.946645,-87.691013,POINT (-87.691013 41.946645)
610391,7110,46511,LINDBLOM HS,Robert Lindblom Math & Science Academy HS,HS,true,true,false,false,"Lindblom, a US News & World Report Gold Medal School, offers high-achieving students unique programs in critical world languages, math  and  science. With the largest Mandarin language program in Chicago and the largest non-heritage Arabic program in the United States, our language program affords students unique and rich opportunities. 
 
Our Biotechnology Center of Excellence, run in partnership with Baxter International and the Office of STEM Education Partnerships at Northwestern University, provides the anchor for our deep STEM program.  
 
With two forward-looking CTE programs, computer science and pre-engineering, Lindblom  continues  to find ways to make our students stand out to colleges and universities. 
 
Lindblom graduates have included Posse scholarship winners, a QuestBridge recipient,   and Gates Scholars. With over $57 million in scholarships offered this past year, Lindblom is putting our students on the map! 
 Lindblom is the #1 school for College Enrollment. 
 Lindblom is Ranked #11 in the state of Illinois by US News & World Reports. 
 Lindblom is Ranked #7 in Chicagoland by Chicago Magazine.",Principal,Linda H Coles,Assistant Principal,Karen Fitzpatrick,6130 S WOLCOTT AVE,Chicago,Illinois,60636,773-535-9300,773-535-9314,https://www.cps.edu/schools/schoolprofiles/610391,https://lindblomeagles.org,,http://twitter.com/LMSAEagles,,,false,"7,8,9,10,11,12",7-12,1384,848,79,29,931,380,45,11,2,0,0,10,0,5,There are 1384 students enrolled at LINDBLOM HS.  61.3% are Low Income Students.  5.7% are Diverse Learners.  2.1% are Limited English Learners.,The largest demographic at LINDBLOM HS is Black.  This demographic makes up 67.3% of the student population.  The second greatest demographic is Hispanic at 27.5%.,false,Full Day,,8:00 - 3:05pm,8:00 a.m. - 3:05 p.m.,3:05 PM - 8:30 PM,6:15 AM,"Arabic, Chinese",false,false,true,,,true,,,"9, 48, 63",Green,,,,89.4,67.2,95.8,78.9,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",Schools that offer a rigorous curriculum with mainly honors and Advanced Placement (AP) courses. Acceptance based on application and entrance exam.,School Year 2021-2022,Assistant Principal,Kelli Easterly,,,,,,,,,Network 16,true,false,true,true,09/01/2004,,41.782041,-87.671662,POINT (-87.671662 41.782041)
610530,2015,22251,SOUTH SHORE ES,South Shore Fine Arts Academy,ES,false,true,true,true,"South Shore Fine Arts Academy builds on its model of high-quality instruction, fine arts embedded in the curriculum, and extended day programming.",Principal,Vicki H Brown,Clerk,Anidra Taylor,1415 E 70TH ST,Chicago,Illinois,60637,773-535-8340,773-535-8341,https://www.cps.edu/schools/schoolprofiles/610530,https://southshorefinearts.org,http://www.facebook.com/SouthShoreFineArtsAcademy,https://twitter.com/Sshorefinearts,,,false,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",279,208,80,0,267,9,0,0,1,0,0,2,0,0,There are 279 students enrolled at SOUTH SHORE ES.  74.6% are Low Income Students.  28.7% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at SOUTH SHORE ES is Black.  This demographic makes up 95.7% of the student population.  The second greatest demographic is Hispanic at 3.2%.,true,Full Day,Full Day,8:00 am-3:00 pm,,,8:00 am,,,,true,,true,,,,,,,,,,,,,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",These schools limit their student populations to 600. This provides a more intimate and personalized learning experience.,School Year 2021-2022,Assistant Principal,Tashena Chumrley,Technology Coordinator,Randall S. Dyer,Resource Coordinator,Wenda Royal,,,,,Network 12,true,false,true,false,07/01/2009,,41.767755,-87.590396,POINT (-87.590396 41.767755)
610592,9692,46691,ENGLEWOOD STEM HS,Englewood STEM High School,HS,true,false,false,false,"The New Englewood STEM High School will open in fall 2019 starting with an inaugural freshman class. The school will be housed in a brand new, state-of-the-art facility, which will include world-class multipurpose educational spaces, a modern outdoor sports facility, and a school-based medical center for use by both students as well as community residents.
 
 
New Englewood STEM High School will add one grade each subsequent year until it serves grades 9-12 beginning in school year 2022-23. The school will be a neighborhood Early College Science, Technology, Engineering, and Math (STEM) High School, where every classroom will be designed to develop students into knowledgeable, flexible, resourceful problem solvers.
 
 
Through a unique collaboration that connects high school, college, and career, the New Englewood STEM High School will be paired with a City College and an industry leader, who will provide real-world experience and prepare students for high-demand careers in science and technology.,
 
 
Students will have the option to earn college credit through Kennedy-King College, leading to an associate degree, an advanced certificate, or a basic certificate while in high school.  Students can also get hands-on career experience and earn certifications through Career Technical Education (CTE) Pathways in Information Technology (IT) and Health Sciences. The school’s industry partners will provide valuable enrichment opportunities, such as internships, mentoring, and other work-based learning experiences. Through these programs, students will graduate uniquely prepared to succeed in STEM careers, while their early college and career credentials will give them a head-start toward completing their degree.",Principal,Conrad E. Timbers,Principal,Conrad Timbers-Ausar,6835 S NORMAL,Chicago,Illinois,60621,773-535-3685,773-535-3680,https://www.cps.edu/schools/schoolprofiles/610592,https://englewoodstemhs.cps.edu,,,,,true,"9,10,11",9-11,824,748,192,40,755,64,2,1,0,0,0,2,0,0,There are 824 students enrolled at ENGLEWOOD STEM HS.  90.8% are Low Income Students.  23.3% are Diverse Learners.  4.9% are Limited English Learners.,The largest demographic at ENGLEWOOD STEM HS is Black.  This demographic makes up 91.6% of the student population.  The second greatest demographic is Hispanic at 7.8%.,true,,,8:30 a.m.-3:22 p.m. M-F,,,,,,,,,,,,,,,,,,,,,,Inability to Rate,GOOD STANDING,"This school did not have enough data to receive a rating based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,Assistant Principal,Angela Newton,Assistant Principal,Chamiyah Peacock,Clerk,Tequila Harvey,,,,,Network 16,true,false,,true,07/01/2019,,41.770251,-87.639061,POINT (-87.639061 41.770251)
610230,6470,25881,WILDWOOD,Wildwood IB World Magnet School,ES,false,true,true,true,"Wildwood is a magnet school authorized to offer the International Baccalaureate (IB) Middle Years and Primary Years Programmes. As a part of its international focus, Wildwood offers a World Language Program in Spanish in Grades 1-8. Inquiry, technology/media, and cross-curricular instruction are core components of the instructional program.",Principal,Lissette Rua,,,6950 N HIAWATHA AVE,Chicago,Illinois,60646,773-534-1188,773-534-1144,https://www.cps.edu/schools/schoolprofiles/610230,https://wildwoodworldmagnet.org,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",442,39,57,22,9,94,264,42,0,0,0,33,0,0,There are 442 students enrolled at WILDWOOD.  8.8% are Low Income Students.  12.9% are Diverse Learners.  5% are Limited English Learners.,The largest demographic at WILDWOOD is White.  This demographic makes up 59.7% of the student population.  The second greatest demographic is Hispanic at 21.3%.,true,,Full Day,8:45 AM-3:45 PM,,3:45-5:00pm,8:30 AM,,false,false,false,,,,,,,,,,,,,,,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",Schools that specialize in a specific subject area. Acceptance based on application and random lottery.,School Year 2021-2022,,,,,,,,,,,Network 1,true,false,true,false,09/01/2004,,42.007491,-87.778345,POINT (-87.778345 42.007491)
610587,9682,46681,DYETT ARTS HS,Walter Henri Dyett High School for the Arts,HS,true,false,false,false,Dyett,Principal,Cortez A McCoy,Assistant Principal,Doreatha Butler,555 E 51ST,Chicago,Illinois,60615,773-535-1825,773-535-1037,https://www.cps.edu/schools/schoolprofiles/610587,https://newdyett.org,,,,,false,"9,10,11,12",9-12,540,424,84,3,525,8,2,0,0,0,0,3,0,2,There are 540 students enrolled at DYETT ARTS HS.  78.5% are Low Income Students.  15.6% are Diverse Learners.  0.6% are Limited English Learners.,The largest demographic at DYETT ARTS HS is Black.  This demographic makes up 97.2% of the student population.  The second greatest demographic is Hispanic at 1.5%.,false,,,,,,,,,,,,,,,,,,,,,,,,,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,,,,,,,,,,,Network 17,true,false,false,true,07/01/2016,,41.801204,-87.612239,POINT (-87.612239 41.801204)
610268,6900,26191,ASHE,Arthur R Ashe Elementary School,ES,false,true,true,true,"Ashe Elementary School is a neighborhood school. We have an in-house Reading Program designed to assist struggling students (Achieve3000). Our girls group (Phenominal Ladies), led by our counselor, meets monthly and encourages positive perspectives for its members.",Principal,Clyde King Jr.,Assistant Principal,Dr. Devin O. Jackson,8505 S INGLESIDE AVE,Chicago,Illinois,60619,773-535-3550,773-535-3362,https://www.cps.edu/schools/schoolprofiles/610268,https://cps.edu/ashe,,,,,true,"PE,PK,K,1,2,3,4,5,6,7,8","PE,PK,K-8",327,219,36,1,322,4,0,0,0,0,0,0,1,0,There are 327 students enrolled at ASHE.  67% are Low Income Students.  11% are Diverse Learners.  0.3% are Limited English Learners.,The largest demographic at ASHE is Black.  This demographic makes up 98.5% of the student population.  The second greatest demographic is Hispanic at 1.2%.,true,,Full Day,07:45 AM-02:45 PM,,,,,,,true,,,,,,"4, 87",,Metra Electric District (ME),,,,,,,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,,,,,,,,,,,Network 12,true,false,true,false,09/01/2004,,41.740184,-87.601174,POINT (-87.601174 41.740184)
609800,2280,22241,BENNETT,Frank I Bennett Elementary School,ES,false,true,true,true,"Frank Ira Bennett Elementary concentrates on providing students with a solid education in the basics while also developing critical learning and thinking skills. Instructional programs include an extensive phonics program, additional literacy/reading instruction, and an integrated computer lab. Bennett has several partnerships including the University of Illinois Chicago.",Principal,Stephen Alan Parker,Assistant Principal,Latanya Smith,10115 S PRAIRIE AVE,Chicago,Illinois,60628,773-535-5460,773-535-5577,https://www.cps.edu/schools/schoolprofiles/609800,https://cps.edu/bennett,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",273,211,27,0,264,2,2,0,0,0,0,4,1,0,There are 273 students enrolled at BENNETT.  77.3% are Low Income Students.  9.9% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at BENNETT is Black.  This demographic makes up 96.7% of the student population.  The second greatest demographic is Other at 1.9%.,true,Full Day,Full Day,8:45 AM-3:45 PM,,3:45-5:15 PM,8:30 AM,,,,true,,,,,,"34, 103, 106, 119",,,,,,,,,Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,,,,,,,,,,,Network 13,true,false,true,false,09/01/2004,,41.710435,-87.61739,POINT (-87.61739 41.710435)
400125,9042,66108,YCCS - ASPIRA PANTOJA,"YCCS-ASPIRA,Antonia Pantoja Alternative HS",HS,true,false,false,false,YCCS - Aspira Pantoja,Director,Nestor Corona,Carmen Caraballo,Registrar,3121 N PULASKI RD,Chicago,Illinois,60641,773-252-0970,773-252-0994,https://www.cps.edu/schools/schoolprofiles/400125,https://aap.aspirail.org,https://www.facebook.com/ASPIRAIllinois,https://twitter.com/ASPIRAIllinois,,,false,"9,10,11,12",9-12,176,121,25,31,11,156,8,1,0,0,0,0,0,0,There are 176 students enrolled at YCCS - ASPIRA PANTOJA.  68.8% are Low Income Students.  14.2% are Diverse Learners.  17.6% are Limited English Learners.,The largest demographic at YCCS - ASPIRA PANTOJA is Hispanic.  This demographic makes up 88.6% of the student population.  The second greatest demographic is Black at 6.2%.,true,,,8:30 AM - 3:42 PM,,,,Spanish,true,true,true,,,,,,"53, 77",Blue,,,,20.8,67.2,,,Level 2+,NOT APPLICABLE,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2021-2022,,,,,,,,,,,Options,false,false,false,false,07/01/2012,,41.938187,-87.727137,POINT (-87.727137 41.938187)
609715,1400,46181,KELLY HS,Thomas Kelly College Preparatory,HS,true,false,false,false,"Kelly combines selective enrollment in IB, AP, Honors, and AVID college prep programs with a freshmen academy, award-winning performing arts, and comprehensive bilingual services in Chinese and Spanish to develop strong leaders and engaged students prepared for global opportunities.",Principal,Raul Magdaleno,Assistant Principal,Wendy Fischer,4136 S CALIFORNIA AVE,Chicago,Illinois,60632,773-535-4900,773-535-4841,https://www.cps.edu/schools/schoolprofiles/609715,https://kellyhighschool.org,,https://twitter.com/ThomasKelly_HS,,,true,"9,10,11,12",9-12,1726,1577,323,562,68,1393,34,217,4,0,0,5,3,2,There are 1726 students enrolled at KELLY HS.  91.4% are Low Income Students.  18.7% are Diverse Learners.  32.6% are Limited English Learners.,The largest demographic at KELLY HS is Hispanic.  This demographic makes up 80.7% of the student population.  The second greatest demographic is Asian at 12.6%.,false,,,7:45  AM - 3:00  PM,7:45 AM-3:00 PM,,,"Chinese, Spanish",true,false,true,,,,,,"39, 62, 94",Orange,,,,66.7,67.2,67,78.9,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,Assistant  Principal,Liddell-Jegen McGuire,Assistant Principal,Griselda Esparza,Assistant Principal,Andrew Chipman,,,,,Network 16,true,false,false,true,09/01/2004,,41.818729,-87.694639,POINT (-87.694639 41.818729)
609748,1730,49041,YORK HS,Consuella B York Alternative HS,HS,true,false,false,false,N/A,Principal,Sharnette Sims,Assistant Principal,Shone T Johnson,2700 S CALIFORNIA AVE,Chicago,Illinois,60608,773-535-7021,773-535-7109,https://www.cps.edu/schools/schoolprofiles/609748,https://yorkhs.org,,,,,false,"9,10,11,12",9-12,179,109,52,9,138,37,2,0,1,0,0,1,0,0,There are 179 students enrolled at YORK HS.  60.9% are Low Income Students.  29.1% are Diverse Learners.  5% are Limited English Learners.,The largest demographic at YORK HS is Black.  This demographic makes up 77.1% of the student population.  The second greatest demographic is Hispanic at 20.7%.,false,,,7:00 am - 4:00 pm,,,,,true,,true,,,,,,,,,,,4,67.2,1.6,78.9,Inability to Rate,GOOD STANDING,"This school did not have enough data to receive a rating based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",Schools that have their own processes for enrollment.,School Year 2021-2022,Assistant Principal,Kimberly Bradley,,,,,,,,,Network 16,false,false,false,false,09/01/2004,,41.842533,-87.695261,POINT (-87.695261 41.842533)
610200,6180,25601,THORP J,James N Thorp Elementary School,ES,false,true,true,true,"Thorp Elementary is a neighborhood school offering a general education curriculum supplemented by before- and after-school programs in reading, math, computers, and fine arts. We also have a Special Needs Cluster Program to service students with disabilities. Thorp has partnerships with SkyArt, Columbia College, Concerned Christian Men, Special Olympics, Buddy Baseball and AARP.",Principal,Sharrone M Travis,Assistant Principal,Julie Kortz,8914 S BUFFALO AVE,Chicago,Illinois,60617,773-535-6250,773-535-6582,https://www.cps.edu/schools/schoolprofiles/610200,https://jnthorp.org,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",300,222,84,40,234,60,4,0,0,0,0,2,0,0,There are 300 students enrolled at THORP J.  74% are Low Income Students.  28% are Diverse Learners.  13.3% are Limited English Learners.,The largest demographic at THORP J is Black.  This demographic makes up 78% of the student population.  The second greatest demographic is Hispanic at 20%.,true,Full and Half Day,Full Day,07:45 AM-02:45 PM,,,,,true,,true,,true,,,,"5, 26, 71, 87",,Metra Electric District (ME),,,,,,,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,,,,,,,,,,,Network 12,true,false,true,false,09/01/2004,,41.733324,-87.54428,POINT (-87.54428 41.733324)
610299,7250,26371,KING ES,Dr. Martin L. King Jr Academy of Social Justice,ES,false,true,true,true,"We envision providing a safe and respectful school climate that is conducive to enhancing a student centered learning environment.  We will motivate students to strive for social, emotional, and academic excellence by establishing family, school and community partnerships. Through instructional best practices, students will be equipped with skills to make decisions that will enable them to become social change agents of their community.",Principal,Jasmine L. Thurmond,Counselor,Alexandra Lloyd,644 W 71ST ST,Chicago,Illinois,60621,773-535-3875,773-535-3885,https://www.cps.edu/schools/schoolprofiles/610299,https://kingacademy.cps.edu,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",250,196,35,3,240,6,1,0,0,0,0,3,0,0,There are 250 students enrolled at KING ES.  78.4% are Low Income Students.  14% are Diverse Learners.  1.2% are Limited English Learners.,The largest demographic at KING ES is Black.  This demographic makes up 96% of the student population.  The second greatest demographic is Hispanic at 2.4%.,true,Full Day,Full Day,8:45 AM-3:45 PM,,4-6pm,8:30am,,,,true,true,,,,,"8, 67",,,,,,,,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,Dean of Climate & Culture,Lisa Ard,Clerk,Hera Smith,,,,,,,Network 11,true,false,true,false,09/01/2004,,41.765335,-87.641335,POINT (-87.641335 41.765335)
400112,8671,66399,ACERO - IDAR,Acero Charter Schools - Jovita Idar,ES,false,true,true,false,"Jovita Idár, which opened in 2011, serves 565 students from kindergarten to eighth grade. The school earned a Level 1 SQRP rating in 2018 and prides itself on a rigorous curriculum, an individualized approach and strong parent partnerships. Students can participate in basketball and volleyball, Jazz Dance Group, Art Club, Math Club, Writing Club and a to name a few.  We also have the only elementary Mariachi band in Chicago:  Mariachi Los Pumas! 
   
 Acero Schools provide a strong academic foundation for students at the elementary level to help them master the fundamental skills necessary for success in high school and beyond.",Director,Melinda Jean-Baptiste,Assistant Principal,Ashley Brooks,5050 S HOMAN AVE,Chicago,Illinois,60632,312-455-5450,312-455-5451,https://www.cps.edu/schools/schoolprofiles/400112,http://ji.aceroschools.org,https://www.facebook.com/idaraceroschools,https://twitter.com/aceroschools,https://www.youtube.com/channel/UCmfIQzdtWyRnJ0PDwYIfc7w,,false,"K,1,2,3,4,5,6,7,8",K-8,524,446,63,326,2,517,4,0,1,0,0,0,0,0,There are 524 students enrolled at ACERO - IDAR.  85.1% are Low Income Students.  12% are Diverse Learners.  62.2% are Limited English Learners.,The largest demographic at ACERO - IDAR is Hispanic.  This demographic makes up 98.7% of the student population.  The second greatest demographic is White at 0.8%.,true,,Full Day,8:00 AM - 3:30 PM,,,7:30 AM,Spanish,true,,true,,,,,,"51, 52",Orange,,,,,,,,Level 2+,NOT APPLICABLE,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2021-2022,,,,,,,,,,,Charter,false,false,false,false,07/01/2011,,41.801042,-87.708797,POINT (-87.708797 41.801042)
609851,2740,22671,CHALMERS,Thomas Chalmers Specialty Elementary School,ES,false,true,true,true,"Chalmers is a neighborhood school, centered in the North Lawndale Community. We hold high expectations for students, staff, parents, and community partners. We serve the whole child and Learn, Lead, & Succeed as ONE!!!",Principal,Romian Cortez Crockett,Assistant Principal,Mrs. Jennifer Sanks,2745 W ROOSEVELT RD,Chicago,Illinois,60608,773-534-1720,773-534-1718,https://www.cps.edu/schools/schoolprofiles/609851,https://chalmerssoe.org,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",216,185,32,5,208,6,0,0,0,0,0,2,0,0,There are 216 students enrolled at CHALMERS.  85.6% are Low Income Students.  14.8% are Diverse Learners.  2.3% are Limited English Learners.,The largest demographic at CHALMERS is Black.  This demographic makes up 96.3% of the student population.  The second greatest demographic is Hispanic at 2.8%.,true,Full Day,Full Day,08:45 AM-03:45 PM,,4:00 PM - 5:30 PM,8:15 AM,,,,true,true,,,,,"12, 94",,,,,,,,,Level 2+,INTENSIVE SUPPORT,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,Coach,Ms. Carla Micheletto,Counselor,Mrs. Valerie McKee,Dean of Students,Mr. Terrance Robinson,,,,,AUSL,true,false,true,false,09/01/2004,,41.866435,-87.695259,POINT (-87.695259 41.866435)
609885,3030,22951,DEWEY,Dewey Elementary Academy of Fine Arts,ES,false,true,true,true,Dewey Academy offers a Fine and Performing Arts Magnet Program. Dewey strives to provide a place of comfort for both learning and encouragement. Dewey is part of the Chicago Math & Science Initiative and the Chicago Reading Initiative.,Principal,Ericka M Williams,Assistant Principal,Charlene Reynolds,5415 S UNION AVE,Chicago,Illinois,60609,773-535-1666,773-535-1802,https://www.cps.edu/schools/schoolprofiles/609885,https://deweysoe.org,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",299,242,34,13,266,27,5,0,0,0,0,1,0,0,There are 299 students enrolled at DEWEY.  80.9% are Low Income Students.  11.4% are Diverse Learners.  4.3% are Limited English Learners.,The largest demographic at DEWEY is Black.  This demographic makes up 89% of the student population.  The second greatest demographic is Hispanic at 9%.,true,Full Day,Full Day,M-Th 07:45 AM-03:15 PM;  F: 7:45 AM-12:45 PM,,3:15 PM-5:15 PM,7:20 AM,Spanish,true,,true,true,,,,,"8, 51, 55",Red,,,,,,,,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,CPC Head Teacher,Arlene Lewis,,,,,,,,,Network 8,true,false,true,false,09/01/2004,,41.795646,-87.642652,POINT (-87.642652 41.795646)
609893,3080,23001,DORE,John C Dore Elementary School,ES,false,true,true,true,"Dore is a neighborhood Chicago Public School on the southwest side where educators work in strong partnership with families to foster greatness in every Dore student. We focus on balanced lteracy instruction that nurtures a life long love of reading and writing, rigorous mathematics instruction that allows students to develop conceptual understanding, and social and emotional learning that ensures every child gets what he or she needs. At Dore, every child is nurtured for greatness!",Principal,Tai M Basurto,,,7134 W 65TH ST,Chicago,Illinois,60638,773-535-2080,773-535-2084,https://www.cps.edu/schools/schoolprofiles/609893,https://www.dorebulldogschicago.org,,http://twitter.com/DoreElementary,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",716,287,132,132,17,512,169,8,1,0,0,7,2,0,There are 716 students enrolled at DORE.  40.1% are Low Income Students.  18.4% are Diverse Learners.  18.4% are Limited English Learners.,The largest demographic at DORE is Hispanic.  This demographic makes up 71.5% of the student population.  The second greatest demographic is White at 23.6%.,true,Half Day,Full Day,7:45 am-2:45 pm,,Check Dore CSI Schedule,7:30 a.m.,,true,,false,,,,,,,,,,,,,,,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,School Clerk,Mrs. Andrea K. Solms,,,,,,,,,Network 10,true,false,true,false,09/01/2004,,41.773825866,-87.79974193,POINT (-87.79974193 41.773825866)
